"city","state","msa_fips","fips","year","total","tourism","growth","percent_tourism","percent_growth","fips_st","fips_place","latitude","longitude"
"Lake Havasu City","AZ","29460",29460,2003,12201,778,1733,6.38,14.2,4,39370,34.502866,-114.314272
"Lake Havasu City","AZ","29460",29460,2002,11491,756,1633,6.58,14.21,4,39370,34.502866,-114.314272
"Lakeland","FL","29540",29540,2002,15174,990,2682,6.52,17.67,12,38250,28.041167,-81.960006
"Lakeland","FL","29540",29540,2006,17804,1168,3048,6.56,17.12,12,38250,28.041167,-81.960006
"Lakeland","FL","29540",29540,2003,15797,1002,2649,6.34,16.77,12,38250,28.041167,-81.960006
"Lakeland","FL","29540",29540,2004,16434,1071,2914,6.52,17.73,12,38250,28.041167,-81.960006
"Lakeland","FL","29540",29540,2005,17203,1129,2989,6.56,17.37,12,38250,28.041167,-81.960006
"Lakeland","FL","29540",29540,2001,14550,933,2426,6.41,16.67,12,38250,28.041167,-81.960006
"Lancaster","PA","29620",29620,2002,15769,800,2556,5.07,16.21,42,41216,40.04185,-76.301247
"Lancaster","PA","29620",29620,2003,16335,828,2776,5.07,16.99,42,41216,40.04185,-76.301247
"Lancaster","PA","29620",29620,2006,17441,935,3002,5.36,17.21,42,41216,40.04185,-76.301247
"Lancaster","PA","29620",29620,2001,14613,730,2274,5,15.56,42,41216,40.04185,-76.301247
"Lancaster","PA","29620",29620,2004,16280,876,2948,5.38,18.11,42,41216,40.04185,-76.301247
"Lancaster","PA","29620",29620,2005,16738,893,3032,5.34,18.11,42,41216,40.04185,-76.301247
"Lansing","MI","29700",29700,2002,3862,300,406,7.77,10.51,26,46000,42.7091,-84.553996
"Lansing","MI","29700",29700,2004,4470,363,441,8.12,9.87,26,46000,42.7091,-84.553996
"Lansing","MI","29700",29700,2005,5027,376,491,7.48,9.77,26,46000,42.7091,-84.553996
"Lansing","MI","29700",29700,2006,5450,396,604,7.27,11.08,26,46000,42.7091,-84.553996
"Lansing","MI","29700",29700,2001,3643,266,447,7.3,12.27,26,46000,42.7091,-84.553996
"Lansing","MI","29700",29700,2003,4167,323,441,7.75,10.58,26,46000,42.7091,-84.553996
"Laredo","TX","29740",29740,2006,4417,338,647,7.65,14.65,48,41464,27.5343,-99.486599
"Laredo","TX","29740",29740,2002,3204,268,371,8.36,11.58,48,41464,27.5343,-99.486599
"Laredo","TX","29740",29740,2003,3514,284,437,8.08,12.44,48,41464,27.5343,-99.486599
"Laredo","TX","29740",29740,2005,4224,304,600,7.2,14.2,48,41464,27.5343,-99.486599
"Laredo","TX","29740",29740,2001,2926,236,323,8.07,11.04,48,41464,27.5343,-99.486599
"Laredo","TX","29740",29740,2004,3907,294,469,7.52,12,48,41464,27.5343,-99.486599
"Las Cruces","NM","29820",29820,2005,83366,31654,22058,37.97,26.46,35,39380,32.336067,-106.755756
"Las Cruces","NM","29820",29820,2002,58041,24600,13195,42.38,22.73,35,39380,32.336067,-106.755756
"Las Cruces","NM","29820",29820,2001,54720,23562,12819,43.06,23.43,35,39380,32.336067,-106.755756
"Las Cruces","NM","29820",29820,2006,91500,34518,24329,37.72,26.59,35,39380,32.336067,-106.755756
"Las Cruces","NM","29820",29820,2003,63303,25792,14876,40.74,23.5,35,39380,32.336067,-106.755756
"Las Cruces","NM","29820",29820,2004,73188,28612,18413,39.09,25.16,35,39380,32.336067,-106.755756
"Las Vegas","NV","29940",29940,2003,2853,237,462,8.31,16.19,32,40000,36.20575,-115.222799
"Las Vegas","NV","29940",29940,2002,2723,239,445,8.78,16.34,32,40000,36.20575,-115.222799
"Las Vegas","NV","29940",29940,2004,2916,256,484,8.78,16.6,32,40000,36.20575,-115.222799
"Las Vegas","NV","29940",29940,2001,2626,218,426,8.3,16.22,32,40000,36.20575,-115.222799
"Las Vegas","NV","29940",29940,2006,3227,283,503,8.77,15.59,32,40000,36.20575,-115.222799
"Las Vegas","NV","29940",29940,2005,3053,268,493,8.78,16.15,32,40000,36.20575,-115.222799
"Lawrence","KS","30020",30020,2004,3311,166,237,5.01,7.16,20,38900,38.96285,-95.255405
"Lawrence","KS","30020",30020,2006,3856,180,286,4.67,7.42,20,38900,38.96285,-95.255405
"Lawrence","KS","30020",30020,2003,3109,146,248,4.7,7.98,20,38900,38.96285,-95.255405
"Lawrence","KS","30020",30020,2002,2900,138,242,4.76,8.34,20,38900,38.96285,-95.255405
"Lawrence","KS","30020",30020,2001,2750,138,244,5.02,8.87,20,38900,38.96285,-95.255405
"Lawrence","KS","30020",30020,2005,3448,168,271,4.87,7.86,20,38900,38.96285,-95.255405
"Lawton","OK","30140",30140,2005,3057,156,257,5.1,8.41,40,41850,34.6004,-98.422821
"Lawton","OK","30140",30140,2001,2537,119,113,4.69,4.45,40,41850,34.6004,-98.422821
"Lawton","OK","30140",30140,2002,2620,134,114,5.11,4.35,40,41850,34.6004,-98.422821
"Lawton","OK","30140",30140,2003,2805,140,221,4.99,7.88,40,41850,34.6004,-98.422821
"Lawton","OK","30140",30140,2006,3227,166,264,5.14,8.18,40,41850,34.6004,-98.422821
"Lawton","OK","30140",30140,2004,2954,156,244,5.28,8.26,40,41850,34.6004,-98.422821
"Lebanon","PA","30300",30300,2006,1657,138,189,8.33,11.41,42,42168,40.341308,-76.423257
"Lebanon","PA","30300",30300,2005,1565,132,170,8.43,10.86,42,42168,40.341308,-76.423257
"Lebanon","PA","30300",30300,2001,1345,119,176,8.85,13.09,42,42168,40.341308,-76.423257
"Lebanon","PA","30300",30300,2002,1378,130,150,9.43,10.89,42,42168,40.341308,-76.423257
"Lebanon","PA","30300",30300,2004,1518,130,165,8.56,10.87,42,42168,40.341308,-76.423257
"Lebanon","PA","30300",30300,2003,1455,128,165,8.8,11.34,42,42168,40.341308,-76.423257
"Lewiston","ID","30340",30340,2002,2849,150,460,5.27,16.15,16,46540,46.392909,-116.992215
"Lewiston","ID","30340",30340,2003,2982,158,321,5.3,10.76,16,46540,46.392909,-116.992215
"Lewiston","ID","30340",30340,2004,3165,172,355,5.43,11.22,16,46540,46.392909,-116.992215
"Lewiston","ID","30340",30340,2005,3214,177,340,5.51,10.58,16,46540,46.392909,-116.992215
"Lewiston","ID","30340",30340,2006,3402,81,550,2.38,16.17,16,46540,46.392909,-116.992215
"Lewiston","ID","30340",30340,2001,2634,136,385,5.16,14.62,16,46540,46.392909,-116.992215
"Lewiston","ME","30460",30460,2006,21238,607,3718,2.86,17.51,23,38740,44.08925,-70.172478
"Lewiston","ME","30460",30460,2005,20007,1501,3600,7.5,17.99,23,38740,44.08925,-70.172478
"Lewiston","ME","30460",30460,2004,19012,1452,3384,7.64,17.8,23,38740,44.08925,-70.172478
"Lewiston","ME","30460",30460,2001,16808,1202,2901,7.15,17.26,23,38740,44.08925,-70.172478
"Lewiston","ME","30460",30460,2002,17727,1315,3186,7.42,17.97,23,38740,44.08925,-70.172478
"Lewiston","ME","30460",30460,2003,18096,1394,3288,7.7,18.17,23,38740,44.08925,-70.172478
"Lexington","KY","30620",30620,2001,3489,176,351,5.04,10.06,NA,NA,NA,NA
"Lexington","KY","30620",30620,2002,3635,184,312,5.06,8.58,NA,NA,NA,NA
"Lexington","KY","30620",30620,2003,3659,190,318,5.19,8.69,NA,NA,NA,NA
"Lexington","KY","30620",30620,2004,3864,211,334,5.46,8.64,NA,NA,NA,NA
"Lexington","KY","30620",30620,2005,4026,208,359,5.17,8.92,NA,NA,NA,NA
"Lexington","KY","30620",30620,2006,4126,215,362,5.21,8.77,NA,NA,NA,NA
"Lima","OH","30700",30700,2006,12545,749,1798,5.97,14.33,39,43554,40.74325,-84.111399
"Lima","OH","30700",30700,2001,9743,614,1192,6.3,12.23,39,43554,40.74325,-84.111399
"Lima","OH","30700",30700,2002,10199,634,1325,6.22,12.99,39,43554,40.74325,-84.111399
"Lima","OH","30700",30700,2003,10972,690,1663,6.29,15.16,39,43554,40.74325,-84.111399
"Lima","OH","30700",30700,2004,11395,736,1743,6.46,15.3,39,43554,40.74325,-84.111399
"Lima","OH","30700",30700,2005,11836,718,1750,6.07,14.79,39,43554,40.74325,-84.111399
"Lincoln","NE","30780",30780,2004,25052,0,3666,0,14.63,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2004,25052,0,3666,0,14.63,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2005,26699,0,4126,0,15.45,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2005,26699,0,4126,0,15.45,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2006,28525,785,4389,2.75,15.39,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2006,28525,785,4389,2.75,15.39,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2002,23095,499,1065,2.16,4.61,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2002,23095,499,1065,2.16,4.61,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2001,21750,575,3503,2.64,16.11,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2001,21750,575,3503,2.64,16.11,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2003,23766,621,1116,2.61,4.7,31,28000,40.8164,-96.688171
"Lincoln","NE","30780",30780,2003,23766,621,1116,2.61,4.7,31,28000,40.8164,-96.688171
"Little Rock","AR","30860",30860,2004,2449,135,210,5.51,8.57,5,41000,34.7224,-92.354076
"Little Rock","AR","30860",30860,2005,2540,140,233,5.51,9.17,5,41000,34.7224,-92.354076
"Little Rock","AR","30860",30860,2003,2232,120,188,5.38,8.42,5,41000,34.7224,-92.354076
"Little Rock","AR","30860",30860,2001,1947,102,144,5.24,7.4,5,41000,34.7224,-92.354076
"Little Rock","AR","30860",30860,2002,2018,114,137,5.65,6.79,5,41000,34.7224,-92.354076
"Little Rock","AR","30860",30860,2006,2658,152,257,5.72,9.67,5,41000,34.7224,-92.354076
"Logan","UT","30980",30980,2003,5856,338,493,5.77,8.42,49,45860,41.74004,-111.835125
"Logan","UT","30980",30980,2004,6446,335,520,5.2,8.07,49,45860,41.74004,-111.835125
"Logan","UT","30980",30980,2005,7260,344,615,4.74,8.47,49,45860,41.74004,-111.835125
"Logan","UT","30980",30980,2006,8238,368,685,4.47,8.32,49,45860,41.74004,-111.835125
"Logan","UT","30980",30980,2002,5134,338,501,6.58,9.76,49,45860,41.74004,-111.835125
"Logan","UT","30980",30980,2001,5044,163,501,3.23,9.93,49,45860,41.74004,-111.835125
"Longview","TX","31020",31020,2003,2376,166,308,6.99,12.96,48,43888,32.517742,-94.76228
"Longview","TX","31020",31020,2002,2240,162,305,7.23,13.62,48,43888,32.517742,-94.76228
"Longview","TX","31020",31020,2005,2597,196,360,7.55,13.86,48,43888,32.517742,-94.76228
"Longview","TX","31020",31020,2001,2305,154,335,6.68,14.53,48,43888,32.517742,-94.76228
"Longview","TX","31020",31020,2004,2444,171,323,7,13.22,48,43888,32.517742,-94.76228
"Longview","TX","31020",31020,2006,2716,212,399,7.81,14.69,48,43888,32.517742,-94.76228
"Longview","WA","31100",31100,2005,633812,56208,140511,8.87,22.17,53,40245,46.146499,-122.954952
"Longview","WA","31100",31100,2004,596230,54872,129370,9.2,21.7,53,40245,46.146499,-122.954952
"Longview","WA","31100",31100,2003,551338,50620,113504,9.18,20.59,53,40245,46.146499,-122.954952
"Longview","WA","31100",31100,2006,680230,60512,151643,8.9,22.29,53,40245,46.146499,-122.954952
"Longview","WA","31100",31100,2001,506513,43732,103981,8.63,20.53,53,40245,46.146499,-122.954952
"Longview","WA","31100",31100,2002,524451,46962,105080,8.95,20.04,53,40245,46.146499,-122.954952
"Los Angeles","CA","31140",31140,2004,48342,1912,0,3.96,0,6,44000,34.112101,-118.411201
"Los Angeles","CA","31140",31140,2003,45684,1797,2039,3.93,4.46,6,44000,34.112101,-118.411201
"Los Angeles","CA","31140",31140,2001,43089,1614,0,3.75,0,6,44000,34.112101,-118.411201
"Los Angeles","CA","31140",31140,2002,44840,1721,0,3.84,0,6,44000,34.112101,-118.411201
"Los Angeles","CA","31140",31140,2005,50393,1928,0,3.83,0,6,44000,34.112101,-118.411201
"Los Angeles","CA","31140",31140,2006,53045,2054,5606,3.87,10.57,6,44000,34.112101,-118.411201
"Louisville","KY","31180",31180,2004,7543,289,712,3.83,9.44,21,48000,38.22475,-85.741156
"Louisville","KY","31180",31180,2006,8389,374,386,4.46,4.6,21,48000,38.22475,-85.741156
"Louisville","KY","31180",31180,2003,7077,286,332,4.04,4.69,21,48000,38.22475,-85.741156
"Louisville","KY","31180",31180,2005,7867,0,365,0,4.64,21,48000,38.22475,-85.741156
"Louisville","KY","31180",31180,2002,6764,351,300,5.19,4.44,21,48000,38.22475,-85.741156
"Louisville","KY","31180",31180,2001,6443,624,688,9.68,10.68,21,48000,38.22475,-85.741156
"Lubbock","TX","31340",31340,2001,6238,139,457,2.23,7.33,48,45000,33.57585,-101.875374
"Lubbock","TX","31340",31340,2005,7218,175,550,2.42,7.62,48,45000,33.57585,-101.875374
"Lubbock","TX","31340",31340,2003,6431,151,473,2.35,7.35,48,45000,33.57585,-101.875374
"Lubbock","TX","31340",31340,2004,6740,167,510,2.48,7.57,48,45000,33.57585,-101.875374
"Lubbock","TX","31340",31340,2002,6206,146,452,2.35,7.28,48,45000,33.57585,-101.875374
"Lubbock","TX","31340",31340,2006,7701,193,591,2.51,7.67,48,45000,33.57585,-101.875374
"Lynchburg","VA","31420",31420,2003,6860,184,306,2.68,4.46,51,47672,37.401217,-79.191434
"Lynchburg","VA","31420",31420,2001,6721,184,924,2.74,13.75,51,47672,37.401217,-79.191434
"Lynchburg","VA","31420",31420,2004,7257,201,0,2.77,0,51,47672,37.401217,-79.191434
"Lynchburg","VA","31420",31420,2002,6941,187,0,2.69,0,51,47672,37.401217,-79.191434
"Lynchburg","VA","31420",31420,2006,7345,215,969,2.93,13.19,51,47672,37.401217,-79.191434
"Lynchburg","VA","31420",31420,2005,7333,203,356,2.77,4.85,51,47672,37.401217,-79.191434
"Macon","GA","31460",31460,2003,2459,132,364,5.37,14.8,13,49000,32.83675,-83.656839
"Macon","GA","31460",31460,2002,2231,122,303,5.47,13.58,13,49000,32.83675,-83.656839
"Macon","GA","31460",31460,2001,2035,116,281,5.7,13.81,13,49000,32.83675,-83.656839
"Macon","GA","31460",31460,2006,3162,166,494,5.25,15.62,13,49000,32.83675,-83.656839
"Macon","GA","31460",31460,2004,2921,143,421,4.9,14.41,13,49000,32.83675,-83.656839
"Macon","GA","31460",31460,2005,3131,150,468,4.79,14.95,13,49000,32.83675,-83.656839
"Madera","CA","31540",31540,2001,22883,1192,4767,5.21,20.83,6,45022,36.967579,-120.076718
"Madera","CA","31540",31540,2003,25455,1358,5233,5.33,20.56,6,45022,36.967579,-120.076718
"Madera","CA","31540",31540,2002,24291,1265,5124,5.21,21.09,6,45022,36.967579,-120.076718
"Madera","CA","31540",31540,2004,27152,1484,5533,5.47,20.38,6,45022,36.967579,-120.076718
"Madera","CA","31540",31540,2005,28694,1532,5878,5.34,20.49,6,45022,36.967579,-120.076718
"Madera","CA","31540",31540,2006,30160,1587,6248,5.26,20.72,6,45022,36.967579,-120.076718
"Madison","WI","31700",31700,2004,17801,1019,3713,5.72,20.86,55,48000,43.0798,-89.387519
"Madison","WI","31700",31700,2003,16863,976,3389,5.79,20.1,55,48000,43.0798,-89.387519
"Madison","WI","31700",31700,2005,18556,1030,3974,5.55,21.42,55,48000,43.0798,-89.387519
"Madison","WI","31700",31700,2002,15777,928,3020,5.88,19.14,55,48000,43.0798,-89.387519
"Madison","WI","31700",31700,2001,14943,872,2527,5.84,16.91,55,48000,43.0798,-89.387519
"Madison","WI","31700",31700,2006,19061,1063,3922,5.58,20.58,55,48000,43.0798,-89.387519
"Manchester","NH","31900",31900,2002,3545,214,267,6.04,7.53,33,45140,42.9836,-71.444899
"Manchester","NH","31900",31900,2003,3623,222,281,6.13,7.76,33,45140,42.9836,-71.444899
"Manchester","NH","31900",31900,2001,3365,202,284,6,8.44,33,45140,42.9836,-71.444899
"Manchester","NH","31900",31900,2005,3816,220,334,5.77,8.75,33,45140,42.9836,-71.444899
"Manchester","NH","31900",31900,2006,3801,222,320,5.84,8.42,33,45140,42.9836,-71.444899
"Manchester","NH","31900",31900,2004,3761,222,294,5.9,7.82,33,45140,42.9836,-71.444899
"Mansfield","OH","32580",32580,2005,11094,786,1266,7.08,11.41,39,47138,40.762838,-82.526894
"Mansfield","OH","32580",32580,2003,9277,704,990,7.59,10.67,39,47138,40.762838,-82.526894
"Mansfield","OH","32580",32580,2002,8542,654,852,7.66,9.97,39,47138,40.762838,-82.526894
"Mansfield","OH","32580",32580,2004,10082,740,1062,7.34,10.53,39,47138,40.762838,-82.526894
"Mansfield","OH","32580",32580,2006,12026,853,1269,7.09,10.55,39,47138,40.762838,-82.526894
"Mansfield","OH","32580",32580,2001,7969,612,807,7.68,10.13,39,47138,40.762838,-82.526894
"McAllen","TX","32780",32780,2003,5072,428,1037,8.44,20.45,48,45384,26.2155,-98.239316
"McAllen","TX","32780",32780,2001,4404,380,910,8.63,20.66,48,45384,26.2155,-98.239316
"McAllen","TX","32780",32780,2002,4729,408,946,8.63,20,48,45384,26.2155,-98.239316
"McAllen","TX","32780",32780,2006,6146,506,1408,8.23,22.91,48,45384,26.2155,-98.239316
"McAllen","TX","32780",32780,2005,5839,480,1333,8.22,22.83,48,45384,26.2155,-98.239316
"McAllen","TX","32780",32780,2004,5472,456,1124,8.33,20.54,48,45384,26.2155,-98.239316
"Medford","OR","32820",32820,2006,60564,3237,10946,5.34,18.07,41,47000,42.3398,-122.853099
"Medford","OR","32820",32820,2001,46680,2503,7892,5.36,16.91,41,47000,42.3398,-122.853099
"Medford","OR","32820",32820,2002,50159,2693,9042,5.37,18.03,41,47000,42.3398,-122.853099
"Medford","OR","32820",32820,2005,57650,2974,8339,5.16,14.46,41,47000,42.3398,-122.853099
"Medford","OR","32820",32820,2003,51775,2730,9220,5.27,17.81,41,47000,42.3398,-122.853099
"Medford","OR","32820",32820,2004,55395,2871,7700,5.18,13.9,41,47000,42.3398,-122.853099
"Memphis","TN","32900",32900,2001,3794,220,400,5.8,10.54,47,48000,35.1056,-90.006991
"Memphis","TN","32900",32900,2005,5332,244,766,4.58,14.37,47,48000,35.1056,-90.006991
"Memphis","TN","32900",32900,2004,5189,239,683,4.61,13.16,47,48000,35.1056,-90.006991
"Memphis","TN","32900",32900,2006,5381,264,821,4.91,15.26,47,48000,35.1056,-90.006991
"Memphis","TN","32900",32900,2002,4128,227,479,5.5,11.6,47,48000,35.1056,-90.006991
"Memphis","TN","32900",32900,2003,4620,232,572,5.02,12.38,47,48000,35.1056,-90.006991
"Merced","CA","33100",33100,2006,248029,22914,64757,9.24,26.11,6,46898,37.296274,-120.484357
"Merced","CA","33100",33100,2005,233257,21690,60869,9.3,26.1,6,46898,37.296274,-120.484357
"Merced","CA","33100",33100,2001,178806,16608,41123,9.29,23,6,46898,37.296274,-120.484357
"Merced","CA","33100",33100,2002,185319,16802,43717,9.07,23.59,6,46898,37.296274,-120.484357
"Merced","CA","33100",33100,2003,196069,17856,47014,9.11,23.98,6,46898,37.296274,-120.484357
"Merced","CA","33100",33100,2004,211361,19800,51929,9.37,24.57,6,46898,37.296274,-120.484357
"Miami","FL","33140",33140,2006,3145,411,363,13.07,11.54,12,45000,25.775667,-80.210845
"Miami","FL","33140",33140,2003,2817,344,311,12.21,11.04,12,45000,25.775667,-80.210845
"Miami","FL","33140",33140,2004,3021,360,334,11.92,11.06,12,45000,25.775667,-80.210845
"Miami","FL","33140",33140,2002,2741,329,325,12,11.86,12,45000,25.775667,-80.210845
"Miami","FL","33140",33140,2001,2676,300,305,11.21,11.4,12,45000,25.775667,-80.210845
"Miami","FL","33140",33140,2005,3118,374,370,11.99,11.87,12,45000,25.775667,-80.210845
"Michigan City","IN","33260",33260,2001,5062,244,328,4.82,6.48,18,48798,41.71255,-86.876026
"Michigan City","IN","33260",33260,2002,4467,263,322,5.89,7.21,18,48798,41.71255,-86.876026
"Michigan City","IN","33260",33260,2006,8700,318,464,3.66,5.33,18,48798,41.71255,-86.876026
"Michigan City","IN","33260",33260,2003,5338,262,332,4.91,6.22,18,48798,41.71255,-86.876026
"Michigan City","IN","33260",33260,2004,6104,274,357,4.49,5.85,18,48798,41.71255,-86.876026
"Michigan City","IN","33260",33260,2005,7434,300,408,4.04,5.49,18,48798,41.71255,-86.876026
"Midland","TX","33340",33340,2003,67300,3666,11749,5.45,17.46,48,48072,32.026491,-102.100151
"Midland","TX","33340",33340,2002,65150,3548,11515,5.45,17.67,48,48072,32.026491,-102.100151
"Midland","TX","33340",33340,2006,77660,4292,13761,5.53,17.72,48,48072,32.026491,-102.100151
"Midland","TX","33340",33340,2004,70029,3845,12062,5.49,17.22,48,48072,32.026491,-102.100151
"Midland","TX","33340",33340,2005,73417,3926,12917,5.35,17.59,48,48072,32.026491,-102.100151
"Midland","TX","33340",33340,2001,63986,3324,11233,5.19,17.56,48,48072,32.026491,-102.100151
"Milwaukee","WI","33460",33460,2001,142733,8732,27156,6.12,19.03,55,53000,43.06335,-87.966623
"Milwaukee","WI","33460",33460,2005,172118,10470,31641,6.08,18.38,55,53000,43.06335,-87.966623
"Milwaukee","WI","33460",33460,2006,179683,11458,33041,6.38,18.39,55,53000,43.06335,-87.966623
"Milwaukee","WI","33460",33460,2004,165293,10080,30476,6.1,18.44,55,53000,43.06335,-87.966623
"Milwaukee","WI","33460",33460,2003,154475,9559,29790,6.19,19.28,55,53000,43.06335,-87.966623
"Milwaukee","WI","33460",33460,2002,147753,9074,28772,6.14,19.47,55,53000,43.06335,-87.966623
"Minneapolis","MN","33540",33540,2005,3936,331,933,8.41,23.7,27,43000,44.96185,-93.266849
"Minneapolis","MN","33540",33540,2001,3054,249,655,8.15,21.45,27,43000,44.96185,-93.266849
"Minneapolis","MN","33540",33540,2004,3632,312,787,8.59,21.67,27,43000,44.96185,-93.266849
"Minneapolis","MN","33540",33540,2006,4200,367,988,8.74,23.52,27,43000,44.96185,-93.266849
"Minneapolis","MN","33540",33540,2002,3298,274,754,8.31,22.86,27,43000,44.96185,-93.266849
"Minneapolis","MN","33540",33540,2003,3516,292,804,8.3,22.87,27,43000,44.96185,-93.266849
"Missoula","MT","33660",33660,2004,11810,684,1963,5.79,16.62,30,50200,46.868752,-114.007576
"Missoula","MT","33660",33660,2003,11155,658,1824,5.9,16.35,30,50200,46.868752,-114.007576
"Missoula","MT","33660",33660,2006,13892,799,2267,5.75,16.32,30,50200,46.868752,-114.007576
"Missoula","MT","33660",33660,2001,10496,618,1741,5.89,16.59,30,50200,46.868752,-114.007576
"Missoula","MT","33660",33660,2002,10687,634,1804,5.93,16.88,30,50200,46.868752,-114.007576
"Missoula","MT","33660",33660,2005,12706,739,2113,5.82,16.63,30,50200,46.868752,-114.007576
"Mobile","AL","33700",33700,2006,14356,834,2773,5.81,19.32,1,50000,30.67745,-88.088959
"Mobile","AL","33700",33700,2001,10164,573,1596,5.64,15.7,1,50000,30.67745,-88.088959
"Mobile","AL","33700",33700,2002,11130,646,1838,5.8,16.51,1,50000,30.67745,-88.088959
"Mobile","AL","33700",33700,2005,13966,762,2740,5.46,19.62,1,50000,30.67745,-88.088959
"Mobile","AL","33700",33700,2004,13164,724,2487,5.5,18.89,1,50000,30.67745,-88.088959
"Mobile","AL","33700",33700,2003,11965,686,2189,5.73,18.3,1,50000,30.67745,-88.088959
"Modesto","CA","33740",33740,2005,5668,166,452,2.93,7.97,6,48354,37.659799,-120.993923
"Modesto","CA","33740",33740,2002,4853,272,444,5.6,9.15,6,48354,37.659799,-120.993923
"Modesto","CA","33740",33740,2001,4694,123,745,2.62,15.87,6,48354,37.659799,-120.993923
"Modesto","CA","33740",33740,2006,6067,183,519,3.02,8.55,6,48354,37.659799,-120.993923
"Modesto","CA","33740",33740,2003,5013,296,429,5.9,8.56,6,48354,37.659799,-120.993923
"Modesto","CA","33740",33740,2004,5391,318,428,5.9,7.94,6,48354,37.659799,-120.993923
"Monroe","LA","33780",33780,2005,3752,256,580,6.82,15.46,22,51410,32.51165,-92.084921
"Monroe","LA","33780",33780,2004,3759,246,584,6.54,15.54,22,51410,32.51165,-92.084921
"Monroe","LA","33780",33780,2001,3186,216,522,6.78,16.38,22,51410,32.51165,-92.084921
"Monroe","LA","33780",33780,2002,3527,230,560,6.52,15.88,22,51410,32.51165,-92.084921
"Monroe","LA","33780",33780,2006,3868,264,627,6.83,16.21,22,51410,32.51165,-92.084921
"Monroe","LA","33780",33780,2003,3739,235,541,6.29,14.47,22,51410,32.51165,-92.084921
"Monroe","MI","33860",33860,2002,11044,297,1824,2.69,16.52,26,55020,41.916698,-83.386026
"Monroe","MI","33860",33860,2001,10463,285,1776,2.72,16.97,26,55020,41.916698,-83.386026
"Monroe","MI","33860",33860,2006,13859,384,2125,2.77,15.33,26,55020,41.916698,-83.386026
"Monroe","MI","33860",33860,2004,12295,332,1965,2.7,15.98,26,55020,41.916698,-83.386026
"Monroe","MI","33860",33860,2005,13052,364,2090,2.79,16.01,26,55020,41.916698,-83.386026
"Monroe","MI","33860",33860,2003,11574,0,1837,0,15.87,26,55020,41.916698,-83.386026
"Montgomery","AL","34060",34060,2004,3983,238,737,5.98,18.5,1,51000,32.3544,-86.284287
"Montgomery","AL","34060",34060,2003,3671,207,665,5.64,18.11,1,51000,32.3544,-86.284287
"Montgomery","AL","34060",34060,2002,3441,204,613,5.93,17.81,1,51000,32.3544,-86.284287
"Montgomery","AL","34060",34060,2005,4342,246,799,5.67,18.4,1,51000,32.3544,-86.284287
"Montgomery","AL","34060",34060,2001,3183,193,521,6.06,16.37,1,51000,32.3544,-86.284287
"Montgomery","AL","34060",34060,2006,4651,278,827,5.98,17.78,1,51000,32.3544,-86.284287
"Morgantown","WV","34100",34100,2004,3263,140,0,4.29,0,54,55756,39.635649,-79.949772
"Morgantown","WV","34100",34100,2002,2871,130,0,4.53,0,54,55756,39.635649,-79.949772
"Morgantown","WV","34100",34100,2003,3063,138,120,4.51,3.92,54,55756,39.635649,-79.949772
"Morgantown","WV","34100",34100,2006,3431,160,146,4.66,4.26,54,55756,39.635649,-79.949772
"Morgantown","WV","34100",34100,2005,3328,74,0,2.22,0,54,55756,39.635649,-79.949772
"Morgantown","WV","34100",34100,2001,2799,120,115,4.29,4.11,54,55756,39.635649,-79.949772
"Morristown","TN","34580",34580,2002,3458,256,578,7.4,16.71,47,50280,36.21465,-83.295982
"Morristown","TN","34580",34580,2001,2973,253,485,8.51,16.31,47,50280,36.21465,-83.295982
"Morristown","TN","34580",34580,2004,3550,277,570,7.8,16.06,47,50280,36.21465,-83.295982
"Morristown","TN","34580",34580,2003,3514,254,590,7.23,16.79,47,50280,36.21465,-83.295982
"Morristown","TN","34580",34580,2005,4811,286,633,5.94,13.16,47,50280,36.21465,-83.295982
"Morristown","TN","34580",34580,2006,4478,312,679,6.97,15.16,47,50280,36.21465,-83.295982
"Mount Vernon","WA","34620",34620,2005,3104,228,386,7.35,12.44,53,47560,48.421735,-122.314498
"Mount Vernon","WA","34620",34620,2003,3227,197,410,6.1,12.71,53,47560,48.421735,-122.314498
"Mount Vernon","WA","34620",34620,2004,3107,214,408,6.89,13.13,53,47560,48.421735,-122.314498
"Mount Vernon","WA","34620",34620,2006,3147,236,418,7.5,13.28,53,47560,48.421735,-122.314498
"Mount Vernon","WA","34620",34620,2001,3058,185,475,6.05,15.53,53,47560,48.421735,-122.314498
"Mount Vernon","WA","34620",34620,2002,3084,189,440,6.13,14.27,53,47560,48.421735,-122.314498
"Muncie","IN","34740",34740,2003,4144,293,701,7.07,16.92,18,51876,40.19745,-85.390635
"Muncie","IN","34740",34740,2004,4378,322,750,7.35,17.13,18,51876,40.19745,-85.390635
